title,shop_name,source,category_clean,price,price_tier,rating_filled,nb_reviews,composite_score,discount_pct,cluster_kmeans,cluster_dbscan,is_anomaly,pca_x,pca_y
Classic Tee Bundle | Black Classic-fit PYCA Pro®,cuts_clothing,shopify,bundles,55.0,mid_range,4.4,0,0.8226,40.2,3,4,0,-0.3113240477582391,-1.8868414287067479
Long Sleeve Op Top Pro (Woodland),born_primitive,shopify,mens tactical tops,72.0,mid_range,4.4,0,0.822,40.0,3,4,0,0.484722084778075,-1.9021044750773066
Op Top (Desert Digital),born_primitive,shopify,mens tactical tops,54.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.1920282594564389,-1.9051803504529319
Op Top Pro (Woodland),born_primitive,shopify,mens tactical tops,60.0,mid_range,4.4,0,0.822,40.0,3,4,0,0.443058193212082,-1.9674305196563153
Men's Merino Blend Sweatshirt - Mushroom,allbirds,shopify,apparel,54.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.3148791608335438,-1.8861977121543543
Men's Cloud Hoodie (Fig),born_primitive,shopify,mens tops,45.0,mid_range,4.4,0,0.822,40.0,3,4,0,0.14527652600038102,-2.011122798782921
Men's Cloud Jogger (Heather Midnight Blue),born_primitive,shopify,mens joggers,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.21286020523943538,-1.937843372742436
Long Sleeve Op Top (Woodland),born_primitive,shopify,mens tactical tops,66.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.027513466513341057,-1.8588369441725008
Women's Merino Blend Sweatshirt - Mushroom,allbirds,shopify,apparel,54.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.3148791608335438,-1.8861977121543543
Women's Rest Day Athleisure Jogger (Maroon),born_primitive,shopify,womens joggers,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.09000930386233057,-1.9568260110410134
Maternity Rest Day Athleisure Jogger (Heather Grey),born_primitive,shopify,maternity bottoms,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.33571110661654024,-1.9188607344438584
Maternity Legging (Grey),born_primitive,shopify,maternity bottoms,46.8,mid_range,4.4,0,0.822,40.0,3,4,0,0.15152610973528,-2.0013238920960696
Women's Unmatched Jogger (Heather White),born_primitive,shopify,womens joggers,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.21286020523943538,-1.937843372742436
Network Long Sleeve (Fig),born_primitive,shopify,mens tops,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.21286020523943538,-1.937843372742436
Synergy Legging (Pebble),born_primitive,shopify,womens leggings,46.8,mid_range,4.4,0,0.822,40.0,3,4,0,-0.09417569301892988,-1.9633586154989142
Men's Unmatched Jogger (Military Green),born_primitive,shopify,mens joggers,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.21286020523943538,-1.937843372742436
Weekender Jogger (Oatmeal),born_primitive,shopify,womens joggers,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.21286020523943538,-1.937843372742436
Lounge Lux Hoodie (Aquarius),born_primitive,shopify,womens tops,48.0,mid_range,4.4,0,0.822,40.0,3,4,0,0.03284159751477444,-1.975808649339591
Recharge Cloud Sweatshirt (Heather Midnight Blue),born_primitive,shopify,mens tops,45.0,mid_range,4.4,0,0.822,40.0,3,4,0,-0.4689779808851436,-1.916209607290033
Unisex Merino Blend Hoodie - Burnt Olive,allbirds,shopify,apparel,59.0,mid_range,4.4,0,0.8214,39.8,3,4,0,-0.42045322950295694,-1.833908335013879
Better Than Basic Bundle | Black Slim-Fit Tomboy-Cotton™,cuts_clothing,shopify,bundles,65.0,mid_range,4.4,0,0.8214,39.8,3,4,0,-0.27677038234285545,-1.8202279510229522
Better Than Basic Bundle | White Slim-Fit Tomboy-Cotton™,cuts_clothing,shopify,bundles,65.0,mid_range,4.4,0,0.8214,39.8,3,4,0,-0.27677038234285545,-1.8202279510229522
Don't Give Up The Ship Elevate Crop (Heather Navy),born_primitive,shopify,womens graphic tops,19.2,budget,4.7,0,0.821,40.0,1,1,0,-0.5814700842239572,-0.9349173510948666
20th Anniversary 9/11 Crop Tee (Tunnel to Towers-Navy),born_primitive,shopify,womens graphic tops,19.2,budget,4.7,0,0.821,40.0,1,1,0,-0.704320985601062,-0.9159347127962891
Home of the Brave Crop Tee (White),born_primitive,shopify,womens graphic tops,19.2,budget,4.7,0,0.821,40.0,1,1,0,-0.827171886978167,-0.8969520744977116
SoHo Trouser | Heather Tobacco Classic-fit,cuts_clothing,shopify,bottoms,89.0,premium,4.8,0,0.8186,28.2,1,12,0,0.4081607895243353,0.04195059426115685
SoHo Trouser | Heather Charcoal Classic-fit,cuts_clothing,shopify,bottoms,89.0,premium,4.8,0,0.8186,28.2,1,12,0,0.03960808539302067,0.09889850915688948
SoHo Trouser | Clay Classic-fit,cuts_clothing,shopify,bottoms,89.0,premium,4.8,0,0.8186,28.2,1,12,0,0.03960808539302067,0.09889850915688948
SoHo Trouser | Oat Classic-fit Classic-fit,cuts_clothing,shopify,bottoms,89.0,premium,4.8,0,0.8186,28.2,1,12,0,0.16245898677012552,0.07991587085831195
Men's Tree Runner - Blizzard/Bold Red (Blizzard Sole),allbirds,shopify,shoes,70.0,mid_range,4.4,0,0.817,30.0,3,4,0,0.0824694299933552,-1.5613639669068067
Training Hoodie (BP Navy),born_primitive,shopify,mens tops,42.0,budget,4.7,0,0.816,30.0,1,13,0,0.4626718995586135,-0.6702577311303396
FORMCLOUD® CLOUD PARKE PIPE IT BRA - BAKED 1.0,set_active,shopify,activewear top,42.0,budget,4.7,0,0.816,30.0,1,13,0,-0.15158260732691087,-0.5753445396374519
Women's Drive Hoodie,nobull,shopify,apparel,62.0,mid_range,4.7,0,0.8145,29.5,1,13,0,0.04050030804816917,-0.47023155296940505
Baby Tee Bundle | Black Slim-fit Tomboy-Cotton™,cuts_clothing,shopify,womens tops,60.0,mid_range,4.4,0,0.8145,37.5,3,4,0,-0.2950862414439466,-1.7774402698567984
Women's Drive Pant,nobull,shopify,apparel,62.0,mid_range,4.7,0,0.8145,29.5,1,13,0,-0.08235059332893568,-0.4512489146708275
Kick Flare Denim - Aged Black,represent,shopify,denim,220.0,premium,4.8,0,0.809,0.0,2,14,0,1.8019963996936321,1.4233688580284367
Denim Short - Bark,represent,shopify,denim,190.0,premium,4.8,0,0.809,0.0,2,14,0,1.6978366707786496,1.2600537465809156
R3 Baggy Denim - Washed Olive,represent,shopify,denim,200.0,premium,4.8,0,0.809,0.0,2,14,0,1.486854777662767,1.3524573936605777
247 X Puma Deviate Nitro Elite 3 Women's - Black Alpine Snow,represent,shopify,footwear,245.0,premium,4.8,0,0.809,0.0,2,14,0,1.1516907655268211,1.6733606140261694
Heaton Denim - Vintage Grey,represent,shopify,denim,230.0,premium,4.8,0,0.809,0.0,2,14,0,1.4681636052006448,1.5347551434066764
R10T Tailored Denim Shorts - Blue 60,represent,shopify,denim,175.0,premium,4.8,0,0.809,0.0,2,14,0,1.2772041021898435,1.2353441057528876
Divine Fleece Hoodie | Currant Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.8078,24.6,1,12,0,0.5295154928949454,0.13254392077417376
Divine Fleece Hoodie | Cadet Blue Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.8078,24.6,1,12,0,0.03811188738652564,0.20847447396848395
Divine Fleece Hoodie | Black Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.8078,24.6,1,12,0,0.4066645915178403,0.1515265590727513
Divine Fleece Hoodie | Parchment Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.8078,24.6,1,12,0,0.28381369014073543,0.17050919737132886
Divine Fleece Hoodie | Latte Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.8078,24.6,1,12,0,0.03811188738652564,0.20847447396848395
2 x Initial Oversized T-Shirt - Flat White & Black,represent,shopify,bundle,153.0,premium,4.8,0,0.804,15.0,2,-1,1,0.982740789519768,0.722450674477394
2 x Initial T-Shirt - Flat White,represent,shopify,bundle,153.0,premium,4.8,0,0.804,15.0,2,-1,1,0.982740789519768,0.722450674477394
2 x Initial Boxy T-Shirt - Flat White & Black,represent,shopify,bundle,153.0,premium,4.8,0,0.804,15.0,2,-1,1,0.982740789519768,0.722450674477394
Core Tee,ten_thousand,shopify,core tee,62.0,mid_range,4.4,0,0.802,0.0,3,15,0,3.5568049072743038,-1.4063097750442874
BP Premium Basic Lounge Pant (Ice),born_primitive,shopify,womens pant,58.0,mid_range,4.4,0,0.802,0.0,3,15,0,2.7281603600835234,-1.2758118298253716
Synergy Full Length Legging w/ Pockets 2.0 (Black),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,15,0,2.612253440634084,-1.2459415174302928
Synergy Full Length Legging 2.0 (Black),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,15,0,2.4894025392569787,-1.2269588791317152
Synergy 7/8 Legging 2.0 (Black),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,15,0,2.4894025392569787,-1.2269588791317152
Synergy 7/8 Legging w/ Pockets 2.0 (Black),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,15,0,2.735104342011189,-1.2649241557288702
CamoKnit Shirt,ten_thousand,shopify,camoknit shirt,78.0,mid_range,4.4,0,0.802,0.0,3,15,0,3.166152883491493,-1.2238830037560902
Men's Wool Cruiser Slip On - Rugged Beige (Stony Cream Sole),allbirds,shopify,shoes,100.0,premium,4.4,0,0.802,0.0,3,16,0,1.512772479799951,-0.7708919509112219
Men's Varsity Cruiser - Light Burnt Olive (Light Gum Sole),allbirds,shopify,shoes,115.0,premium,4.4,0,0.802,0.0,3,16,0,1.5648523442574425,-0.6892343951874613
Women's Varsity Strap - Blizzard (Blizzard Sole),allbirds,shopify,shoes,115.0,premium,4.4,0,0.802,0.0,3,16,0,1.5648523442574425,-0.6892343951874613
Women's Wool Cruiser - Forest Green (Natural White Sole),allbirds,shopify,shoes,105.0,premium,4.4,0,0.802,0.0,3,16,0,1.530132434619115,-0.7436727656699683
Women's Varsity Cruiser - Mushroom (Medium Gum Sole),allbirds,shopify,shoes,115.0,premium,4.4,0,0.802,0.0,3,16,0,1.5648523442574425,-0.6892343951874613
Women's Cruiser Slip On - Deep Navy (Natural White Sole),allbirds,shopify,shoes,100.0,premium,4.4,0,0.802,0.0,3,16,0,1.512772479799951,-0.7708919509112219
Anytime No Show Sock 3-Pack - Natural Black,allbirds,shopify,socks,15.0,budget,4.4,0,0.802,57.1,1,4,0,-1.2579364512276197,-2.4667198964792876
Tactical Shirt,ten_thousand,shopify,tactical shirt,68.0,mid_range,4.4,0,0.802,0.0,3,15,0,3.5776368530573004,-1.373646752754783
Foundation Shirt,ten_thousand,shopify,foundation shirt,68.0,mid_range,4.4,0,0.802,0.0,3,15,0,3.5776368530573004,-1.373646752754783
Anytime No Show Heel Grip Sock - Spice (Blizzard Sole),allbirds,shopify,apparel,7.0,budget,4.4,0,0.802,50.0,1,4,0,-1.1658123125184308,-2.3131450783410035
Anytime No Show Sock - Blizzard/Sienna,allbirds,shopify,socks,5.0,budget,4.4,0,0.802,64.3,1,4,0,-1.166813063475852,-2.7592928348835613
Anytime Ankle Sock - Blizzard (Ochre Sole),allbirds,shopify,socks,7.0,budget,4.4,0,0.802,56.2,1,4,0,-1.1632355270628005,-2.501859239960972
Men's Cruiser Slip On - Blizzard (Blizzard Sole),allbirds,shopify,shoes,100.0,premium,4.4,0,0.802,0.0,3,16,0,1.512772479799951,-0.7708919509112219
Women's Cruiser Canvas - Auburn (Warm White Sole),allbirds,shopify,shoes,95.0,premium,4.4,0,0.802,0.0,3,16,0,1.4954125249807875,-0.7981111361524754
Men's Cruiser Canvas - Warm White (Natural White Sole),allbirds,shopify,shoes,95.0,premium,4.4,0,0.802,0.0,3,16,0,1.4954125249807875,-0.7981111361524754
Men's Cruiser Terralux™ - Anthracite (Dark Gum Sole),allbirds,shopify,shoes,135.0,premium,4.4,0,0.802,0.0,3,16,0,1.6342921635340975,-0.5803576542224471
Women's Dasher NZ Relay - Natural Black (Natural Black Sole),allbirds,shopify,shoes,135.0,premium,4.4,0,0.802,0.0,3,16,0,1.6342921635340975,-0.5803576542224471
Men's Featherbed Insole - Dasher NZ - Medium Grey,allbirds,shopify,accessories,20.0,budget,4.4,0,0.802,0.0,3,-1,1,1.3352642409182933,-1.2350789657307937
Women's Featherbed Insole - Dasher NZ - Medium Grey,allbirds,shopify,accessories,20.0,budget,4.4,0,0.802,0.0,3,16,0,1.1121623013162263,-1.1874162764727008
Men's Wool Runner NZ - Natural Black (Natural Black Sole),allbirds,shopify,shoes,110.0,premium,4.4,0,0.802,0.0,3,16,0,1.770594329040346,-0.7641162696868077
Men's Wool Cruiser - Dark Navy (Dark Navy Sole),allbirds,shopify,shoes,105.0,premium,4.4,0,0.802,0.0,3,16,0,1.7532343742211824,-0.7913354549280612
Women's Cruiser Slip On Canvas - Blizzard (Blizzard Sole),allbirds,shopify,shoes,90.0,premium,4.4,0,0.802,0.0,3,16,0,1.4780525701616236,-0.825330321393729
Men's Cruiser Slip On Canvas - Auburn (Warm White Sole),allbirds,shopify,shoes,90.0,premium,4.4,0,0.802,0.0,3,16,0,1.4780525701616236,-0.825330321393729
Women's Varsity Airy - Mid Yellow (Blizzard Sole),allbirds,shopify,shoes,120.0,premium,4.4,0,0.802,0.0,3,16,0,1.5822122990766063,-0.6620152099462078
Men's Varsity Airy - Blizzard (Blizzard Sole),allbirds,shopify,shoes,120.0,premium,4.4,0,0.802,0.0,3,16,0,1.5822122990766063,-0.6620152099462078
Men's Runner NZ Terralux™ - Anthracite (Dark Anthracite Sole),allbirds,shopify,shoes,135.0,premium,4.4,0,0.802,0.0,3,16,0,1.6342921635340975,-0.5803576542224471
Men's Varsity Terralux™ - Anthracite (Dark Anthracite Sole),allbirds,shopify,shoes,145.0,premium,4.4,0,0.802,0.0,3,16,0,1.6690120731724252,-0.52591928373994
Men's Wool Dasher Mizzle - Rugged Beige (Stony Cream Sole),allbirds,shopify,shoes,150.0,premium,4.4,0,0.802,0.0,3,16,0,1.6863720279915888,-0.4987000984986866
Men's Wool Runner NZ Waterproof - Dark Navy (Natural White Sole),allbirds,shopify,shoes,150.0,premium,4.4,0,0.802,0.0,3,16,0,1.6863720279915888,-0.4987000984986866
Women's Wool Cruiser Waterproof - Stony Cream/Rugged Beige (Stony Cream Sole),allbirds,shopify,shoes,140.0,premium,4.4,0,0.802,0.0,3,16,0,1.6516521183532613,-0.5531384689811937
Women's Dasher NZ - Dark Eucalyptus (Dark Eucalyptus Sole),allbirds,shopify,shoes,140.0,premium,4.4,0,0.802,0.0,3,16,0,1.6516521183532613,-0.5531384689811937
Men's Wool Cruiser Waterproof - Natural Black (Natural White Sole),allbirds,shopify,shoes,140.0,premium,4.4,0,0.802,0.0,3,16,0,1.6516521183532613,-0.5531384689811937
Women's Wool Runner NZ Mid Waterproof - Stony Cream/Rugged Beige (Stony Cream Sole),allbirds,shopify,shoes,160.0,premium,4.4,0,0.802,0.0,3,16,0,1.7210919376299163,-0.4442617280161796
Men's Wool Runner NZ Mid Waterproof - Stony Cream/Rugged Beige (Stony Cream Sole),allbirds,shopify,shoes,160.0,premium,4.4,0,0.802,0.0,3,16,0,1.7210919376299163,-0.4442617280161796
Digital Gift Card,allbirds,shopify,gift cards,15.0,budget,4.4,0,0.802,0.0,3,-1,1,0.4028966645387172,-1.0813448066006133
Your Go To Legging w/ Pockets 2.0 (BP Navy),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,16,0,1.1507909016445736,-0.9409827435831571
Men's Varsity - Parchment (Blizzard Sole),allbirds,shopify,shoes,120.0,premium,4.4,0,0.802,0.0,3,16,0,1.5822122990766063,-0.6620152099462078
Men's Dasher NZ Relay - Blizzard (Blizzard Sole),allbirds,shopify,shoes,135.0,premium,4.4,0,0.802,0.0,3,16,0,1.6342921635340975,-0.5803576542224471
Women's Cruiser Terralux™ - Light Grey (Light Gum Sole),allbirds,shopify,shoes,135.0,premium,4.4,0,0.802,0.0,3,16,0,1.6342921635340975,-0.5803576542224471
Women's Breezer Point - Natural Black (Natural Black Sole),allbirds,shopify,shoes,125.0,premium,4.4,0,0.802,0.0,3,16,0,1.59957225389577,-0.6347960247049542
Women's Varsity - Multi (Natural White Sole),allbirds,shopify,shoes,120.0,premium,4.4,0,0.802,0.0,3,16,0,1.5822122990766063,-0.6620152099462078
Women's Rest Day Jogger 2.0 (Black),born_primitive,shopify,womens joggers,80.0,mid_range,4.4,0,0.802,0.0,3,16,0,1.0973798195441238,-0.8131233643195654
Men's Rest Day Jogger 2.0 (Black),born_primitive,shopify,mens joggers,80.0,mid_range,4.4,0,0.802,0.0,3,16,0,1.0973798195441238,-0.8131233643195654
Your Go To Legging 2.0 (BP Navy),born_primitive,shopify,womens leggings,60.0,mid_range,4.4,0,0.802,0.0,3,16,0,1.2736418030216785,-0.9599653818817346
Women's Cloud Jogger (Paloma Grey),born_primitive,shopify,womens joggers,80.0,mid_range,4.4,0,0.802,0.0,3,16,0,1.4659325236754384,-0.8700712792152981
AO Jogger Pant | Dark Pine Slim-fit Versaknit®,cuts_clothing,shopify,bottoms,79.0,mid_range,4.4,0,0.8013,33.1,3,4,0,0.2604565059249125,-1.6160117399201739
Divine Fleece Sweatpant | Currant Classic-fit,cuts_clothing,shopify,bottoms,59.0,mid_range,4.4,0,0.801,33.0,3,4,0,0.06812422421541658,-1.7028620657862885
Dan-O’s Classic Logo Tee,danosseasoning,woocommerce,merchandise,12.47,budget,4.7,0,0.801,50.0,1,-1,1,-1.433295756204573,-1.119100709613406
Scary Sticky Wholesale,goat_tape,shopify,bulk,164.0,premium,5.0,0,0.8,0.0,2,-1,1,1.441973398963009,1.8933661228260124
Men's Merino Blend Sweatpant - Natural Grey Heather,allbirds,shopify,apparel,57.0,mid_range,4.4,0,0.797,40.0,3,4,0,-0.5275651275441132,-1.8222035117515092
Women's Merino Blend Sweatpant - Natural Grey Heather,allbirds,shopify,apparel,57.0,mid_range,4.4,0,0.797,40.0,3,4,0,-0.5275651275441132,-1.8222035117515092
Men's Recycled Tee - Mother Nature - Natural Black,allbirds,shopify,apparel,15.0,budget,4.4,0,0.797,40.0,3,4,0,-0.7962396494021937,-2.031862029479462
Women's Recycled Tee - Mother Nature - Natural Black,allbirds,shopify,apparel,15.0,budget,4.4,0,0.797,40.0,3,4,0,-0.7962396494021937,-2.031862029479462
Anytime Ankle Sock 3-Pack - Natural Black,allbirds,shopify,socks,20.0,budget,4.4,0,0.7942,47.4,1,4,0,-1.2446079188148451,-2.1442543616067926
Anytime Ankle Sock 3 Pack - Blizzard/Royal Blue/Thunder Green,allbirds,shopify,socks,20.0,budget,4.4,0,0.7942,47.4,1,4,0,-1.2446079188148451,-2.1442543616067926
SoHo Interlock Polo | Clay Classic-Fit,cuts_clothing,shopify,shirts,50.0,mid_range,4.4,0,0.794,39.0,3,4,0,-0.06088106933988258,-1.9058031562803537
Ridgeline Merino Thermal Top 165 (Coyote Brown),born_primitive,shopify,mens outdoor tops,55.0,mid_range,4.4,0,0.7932,30.4,3,4,0,-0.31539703122036444,-1.5885513022751847
Ridgeline Merino Thermal Top 240 (Coyote Brown),born_primitive,shopify,mens outdoor tops,62.0,mid_range,4.4,0,0.7929,30.3,3,4,0,-0.2911346555292711,-1.5474006661371076
Ridgeline Merino Half Zip Hoodie 165 (Coyote Brown),born_primitive,shopify,mens outdoor tops,69.0,mid_range,4.4,0,0.7929,30.3,3,4,0,-0.2668307187824419,-1.5092938067993527
Ridgeline Merino Full Zip Bottom 165 (Black),born_primitive,shopify,mens outdoor bottoms,69.0,mid_range,4.4,0,0.7929,30.3,3,4,0,0.10172198534887283,-1.5662417216950852
BREATHE PARKE STIRRUP LEGGINGS - ONYX,set_active,shopify,activewear bottom,53.2,mid_range,4.4,0,0.792,30.0,3,4,0,-0.1989619578011024,-1.6051577400593253
SPORTBODY® SPORTY MID-RISE LEGGINGS - BEETLE,set_active,shopify,activewear bottom,54.6,mid_range,4.4,0,0.792,30.0,3,4,0,-0.4398029732059464,-1.559571091594619
BREATHE PARKE SHORTS - RHUBARB,set_active,shopify,activewear bottom,43.4,mid_range,4.4,0,0.792,30.0,3,4,0,-0.2329874692466634,-1.6585073431321822
Your Essential Original Sports Bra (Thin Red Line Gunmetal),born_primitive,shopify,sports bras,31.2,budget,4.7,0,0.792,22.0,1,13,0,-0.19240499419518245,-0.3906358357327938
Ridgeline Merino Full Zip Bottom 240 (Black),born_primitive,shopify,mens outdoor bottoms,80.0,mid_range,4.4,0,0.7914,29.8,3,4,0,0.13970608067235327,-1.4911406301627173
Training Full Zip Hoodie (BP Navy),born_primitive,shopify,mens tops,46.0,mid_range,4.4,0,0.7896,29.2,3,4,0,0.38996172569893833,-1.7149163438970414
Men's Allday Elements Sweatpant,nobull,shopify,apparel,62.0,mid_range,4.7,0,0.7895,29.5,1,13,0,0.054170823684227085,-0.45825511459022894
Women's Allday Elements Crew,nobull,shopify,apparel,62.0,mid_range,4.7,0,0.7895,29.5,1,13,0,-0.06868007769287779,-0.43927247629165145
Men's Drive Jogger,nobull,shopify,apparel,62.0,mid_range,4.7,0,0.7895,29.5,1,13,0,-0.31438188044708765,-0.40130719969449635
Men's Soft Merino Long Sleeve Tee - Medium Grey,allbirds,shopify,apparel,40.0,budget,4.4,0,0.787,20.0,3,4,0,-0.14869730587232952,-1.401318760023543
Women's Soft Merino Tee - Deep Navy,allbirds,shopify,apparel,36.0,budget,4.4,0,0.787,20.0,3,4,0,-0.1625852697276605,-1.4230941082165458
Men's Soft Merino Tee - Medium Grey,allbirds,shopify,apparel,36.0,budget,4.4,0,0.787,20.0,3,4,0,-0.1625852697276605,-1.4230941082165458
Divine Fleece Q-Zip | Black Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.7868,17.6,1,12,0,0.1580535148621124,0.4025562116924515
Divine Fleece Q-Zip | Parchment Classic-fit,cuts_clothing,shopify,sweatshirts,89.0,premium,4.8,0,0.7868,17.6,1,12,0,0.1580535148621124,0.4025562116924515
Peak Short (Fig),born_primitive,shopify,mens shorts,40.0,budget,4.7,0,0.786,20.0,1,13,0,0.205870009303141,-0.3388024485974788
Anytime Crew Sock - Rugged Beige/Thunder Green Stripe,allbirds,shopify,socks,10.0,budget,4.4,0,0.7852,44.4,1,4,0,-1.157723758748147,-2.1263620663782152
Sun Shirt w/ Velcro 2.0 (Black Multicam),born_primitive,shopify,unisex top,89.0,premium,4.8,0,0.784,0.0,2,14,0,0.8664560443871514,0.7988928715204933
Double-Knee Work Pant,ten_thousand,shopify,double-knee work pant,178.0,premium,4.8,0,0.784,0.0,2,14,0,1.0526123387911615,1.3023770071133836
5-Pocket Pant | Tall,ten_thousand,shopify,tactical 5-pocket pant,168.0,premium,4.8,0,0.784,0.0,2,14,0,1.017892429152834,1.2479386366308765
Fluffy Mule - Black,represent,shopify,footwear,220.0,premium,4.8,0,0.784,0.0,2,14,0,1.075585057895032,1.5500008014384907
AO Henley Curve-Hem | North Atlantic Signature-Fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Nomad PYCA Pro® Signature-Fit,cuts_clothing,shopify,shirts  tops,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.13890955702851632,-0.49031745805054616
Overtime Oversized Tee | Ocean Storm Relaxed-Fit,cuts_clothing,shopify,shirts  tops,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.13890955702851632,-0.49031745805054616
Overtime Oversized Tee | Sand Dune Relaxed-Fit,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
Overtime Oversized Tee | White Relaxed-Fit,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Castor Grey Signature-Fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Metal Signature-Fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Pure Cashmere Signature-Fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Mountain Mist PYCA Pro® Signature-Fit,cuts_clothing,shopify,shirts  tops,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.13890955702851632,-0.49031745805054616
AO Henley Curve-Hem | Wolf Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.3846113597827262,-0.45235218145339107
AO Henley Curve-Hem | Clay Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Sage Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Ocean Storm Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.3846113597827262,-0.45235218145339107
AO Henley Curve-Hem | Black Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Heather Grey Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
AO Henley Curve-Hem | Pacific Blue Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.3846113597827262,-0.45235218145339107
AO Henley Curve-Hem | White Signature-fit PYCA Pro®,cuts_clothing,shopify,shirts,42.0,budget,4.7,0,0.7838,27.6,1,13,0,-0.26176045840562123,-0.47133481975196856
Divine Fleece Pullover | Cadet Blue Classic-fit,cuts_clothing,shopify,sweatshirts,79.0,mid_range,4.4,0,0.7827,26.9,3,4,0,0.012177917715072284,-1.38933230170305
Divine Fleece Pullover | Hunter Classic-fit,cuts_clothing,shopify,sweatshirts,79.0,mid_range,4.4,0,0.7827,26.9,3,4,0,0.012177917715072284,-1.38933230170305
Divine Fleece Pullover | Parchment Classic-fit,cuts_clothing,shopify,sweatshirts,79.0,mid_range,4.4,0,0.7827,26.9,3,4,0,0.012177917715072284,-1.38933230170305
Divine Fleece Q-Zip | Currant Classic-fit,cuts_clothing,shopify,sweatshirts,79.0,mid_range,4.4,0,0.7827,26.9,3,4,0,-0.11067298366203257,-1.3703496634044727
Icon Pull-On Cropped Pant | Sand Dune Classic-Fit Enduratech™,cuts_clothing,shopify,bottoms,80.0,mid_range,4.4,0,0.7797,25.9,3,4,0,0.26093610087575514,-1.3914159732487341
Icon Pull-On Cropped Pant | Tea Leaf Classic-Fit Enduratech™,cuts_clothing,shopify,bottoms,80.0,mid_range,4.4,0,0.7797,25.9,3,4,0,0.1380851994986503,-1.3724333349501565
